mean_happiness,ci_low,ci_high,boot_low,boot_high,t_stat,p_value,cohens_d
5.418223530690811,5.251394714834967,5.585052346546655,5.264364705953037,5.577409117297565,1.931401159091491,0.05531620293978183,0.29626341368848075
